"di_id","year","value_rural","value_urban"
"CH",1970,2634908,3545969
"CI",1970,3765791,1476123
"CL",1970,2368475,7193393
"CM",1970,5396461,1374506
"CN",1970,675928190,142386810
"CO",1970,9967256,12093958
"CR",1970,1130956,717917
"CU",1970,3462518,5252605
"CV",1970,217346,52851
"CW",1970,31191,113548
"CY",1970,363508,250111
"CZ",1970,3509473,6348598
"DE",1970,21676344,56492945
"DJ",1970,61025,98642
"DK",1970,998566,3930191
"DM",1970,43584,27492
"DO",1970,2692412,1810702
"DZ",1970,8802770,5747263
"EC",1970,3687234,2385286
"EE",1970,476707,883369
"EG",1970,20369992,14438607
"ER",1970,1578170,227310
"ES",1970,11483415,22331116
"ET",1970,25974151,2440848
"EU",1970,151715769,290346495
"FI",1970,1672089,2934218
"FJ",1970,339593,180936
"FM",1970,46191,15242
"FO",1970,27802,10785
"FR",1970,15064160,36976139
"GA",1970,401281,188838
"GB",1970,12735752,42927498
"GD",1970,64014,30416
"GE",1970,2062859,1904941
"GH",1970,6107292,2489685
"GI",1970,0,24661
"GL",1970,12649,33751
"GM",1970,360063,87220
"GN",1970,3541814,673628
"GQ",1970,212506,78399
"GR",1970,3146066,5646740
"GT",1970,3495913,1928013
"GU",1970,31942,51938
"GW",1970,604128,107700
"GY",1970,490927,204704
"HK",1970,485769,3473231
"HN",1970,1913521,777788
"HR",1970,2637778,1773222
"HT",1970,3778212,930427
"HU",1970,4123792,6214118
"ID",1970,95232484,19602297
"IE",1970,1427760,1529490
"IL",1970,470189,2504108
"IM",1970,25050,31662
"IN",1970,444484045,109459181
"IQ",1970,4349035,5568947
"IR",1970,16763387,11750624
"IS",1970,30870,173568
"IT",1970,19230547,34591303
"JM",1970,1096729,772271
"JO",1970,728595,926174
"JP",1970,29341814,75003186
"KE",1970,10094587,1159004
"KG",1970,1850825,1109075
"KH",1970,5900742,1121443
"KI",1970,38851,12330
"KM",1970,184148,44295
"KN",1970,29559,15323
"KP",1970,6599963,7810437
"KR",1970,19118810,13122017
"KW",1970,107576,642608
"KY",1970,0,9144
"KZ",1970,6348005,6409240
"LA",1970,2427629,258664
"LB",1970,931137,1366495
"LC",1970,79257,24905
"LI",1970,17342,3924
"LK",1970,10072519,2441481
"LR",1970,1050315,369555
"LS",1970,943364,88876
"LT",1970,1583973,1556030
"LU",1970,86930,252241
"LV",1970,926916,1432248
"LY",1970,1064109,1050155
"MA",1970,10509146,5530454
"MC",1970,0,23484
"MD",1970,2067789,976211
"ME",1970,374826,137581
"MF",1970,,
"MG",1970,5649043,927258
"MH",1970,9487,10910
"MK",1970,910646,810152
"ML",1970,5096545,852498
"MM",1970,20964037,6202008
"MN",1970,702714,576111
"MO",1970,7455,243542
"MP",1970,3953,9250
"MR",1970,981627,167281
"MT",1970,31173,271477
"MU",1970,478832,347168
"MV",1970,101946,13757
"MW",1970,4325213,278526
"MX",1970,21321836,30708023
"MY",1970,7259696,3648938
"MZ",1970,8615585,646493
"NA",1970,606438,173948
"NC",1970,54622,57378
"NE",1970,4102037,395318
"NG",1970,46162829,9969015
"NI",1970,1270271,1127824
"NL",1970,4998971,8039555
"NO",1970,1341014,2534749
"NP",1970,11512290,474684
"NR",1970,0,6493
"NZ",1970,530941,2279759
"OM",1970,509156,214766
"PA",1970,795502,723791
"PE",1970,5681962,7659109
"PF",1970,49546,60950
"PG",1970,2196149,238606
"PH",1970,23996331,11808400
"PK",1970,43675249,14418990
"PL",1970,15639667,17027900
"PR",1970,1132591,1585409
"PS",1970,,
"PT",1970,5312424,3368007
"PW",1970,4626,6856
"PY",1970,1557200,917150
"QA",1970,12737,96592
"RO",1970,12085438,8164960
"RS",1970,,
"RU",1970,48940621,81463379
"RW",1970,3634776,119770
"SA",1970,2995821,2840573
"SB",1970,145994,14298
"SC",1970,32658,20942
"SD",1970,8542306,1690452
"SE",1970,1525719,6517082
"SG",1970,0,2074500
"SI",1970,1086681,638210
"SK",1970,2674829,1863394
"SL",1970,1911509,602642
"SM",1970,7693,11443
"SN",1970,2952428,1265326
"SO",1970,2663999,781421
"SR",1970,200670,170598
"SS",1970,3332353,314744
"ST",1970,52332,21919
"SV",1970,2223167,1445425
"SX",1970,,
"SY",1970,3614229,2765211
"SZ",1970,402597,43291
"TC",1970,2753,2879
"TD",1970,3223195,421716
"TG",1970,1665338,450183
"TH",1970,29179655,7705259
"TJ",1970,1842843,1076743
"TL",1970,525044,77693
"TM",1970,1142834,1045665
"TN",1970,2897780,2229220
"TO",1970,67336,17034
"TR",1970,21478684,13293347
"TT",1970,833612,112384
"TV",1970,5685,1611
"TZ",1970,12537472,1068032
"UA",1970,21269089,25817669
"UG",1970,8816919,629105
"US",1970,54133728,150918272
"UY",1970,495368,2314431
"UZ",1970,7577708,4395286
"VC",1970,62705,27752
"VE",1970,3261954,8325804
"VG",1970,8172,1631
"VI",1970,19158,43842
"VN",1970,34909593,7819407
"VU",1970,74868,10528
"WS",1970,114039,29136
"XK",1970,,
"YE",1970,5337455,818779
"ZA",1970,11527205,10559795
"ZM",1970,2915116,1270262
"ZW",1970,4302495,903816
"AD",1969,4977,18084
"AE",1969,41525,164045
"AF",1969,9639790,1209720
"AG",1969,42288,22025
"AL",1969,1424920,656775
"AM",1969,1006129,1450241
"AO",1969,5285643,892060
"AR",1969,5101255,18504737
"AS",1969,7990,18625
"AT",1969,2588743,4852312
"AU",1969,1849260,10413740
"AW",1969,28986,29738
"AZ",1969,2535066,2531014
"BA",1969,2729729,973105
"BB",1969,148861,89050
"BD",1969,58792722,4629848
"BE",1969,606735,9039297
"BF",1969,5216936,311236
"BG",1969,4130214,4303958
"BH",1969,34005,172464
"BI",1969,3300321,92628
"BJ",1969,2397450,449202
"BM",1969,0,54000
"BN",1969,49661,74214
"BO",1969,2671542,1742042
"BR",1969,42169737,51416009
"BS",1969,55697,108553
"BT",1969,265898,16312
"BW",1969,625589,45716
"BY",1969,5128878,3831426
"BZ",1969,58151,61109
"CA",1969,5223355,15804645
"CD",1969,14716746,4742128
"CF",1969,1314721,477608
"CG",1969,799198,497069
"CH",1969,2654601,3481786
"CI",1969,3637958,1373004
"CL",1969,2386448,6990557
"CM",1969,5308105,1292374
"CN",1969,656481818,139543183
"CO",1969,9872942,11618006
"CR",1969,1111179,687136
"CU",1969,3418426,5144765
"CV",1969,213895,51017
"CW",1969,31239,111342
"CY",1969,362216,243901
"CZ",1969,3569696,6326884
"DE",1969,21651101,56258581
"DJ",1969,58967,90924
"DK",1969,1016529,3875331
"DM",1969,43215,26997
"DO",1969,2662830,1713226
"DZ",1969,8581430,5563007
"EC",1969,3614243,2285599
"EE",1969,480119,865130
"EG",1969,20041661,13996486
"ER",1969,1540066,218602
"ES",1969,11667584,21773470
"ET",1969,25325187,2328435
"EU",1969,152542566,287188094
"FI",1969,1714962,2908823
"FJ",1969,334489,175170
"FM",1969,45396,14771
"FO",1969,27661,10503
"FR",1969,15155829,36482431
"GA",1969,403292,174822
"GB",1969,12607454,42834296
"GD",1969,64346,30336
"GE",1969,2141341,1938959
"GH",1969,6006622,2390724
"GI",1969,0,24438
"GL",1969,12805,32095
"GM",1969,355569,80231
"GN",1969,3522173,638202
"GQ",1969,213579,78435
"GR",1969,3212586,5561055
"GT",1969,3416440,1858286
"GU",1969,32997,49045
"GW",1969,594289,104628
"GY",1969,485693,201965
"HK",1969,483760,3380140
"HN",1969,1880122,739892
"HR",1969,2670367,1716633
"HT",1969,3729660,892549
"HU",1969,4151415,6147308
"ID",1969,93006495,18793595
"IE",1969,1433479,1499171
"IL",1969,472403,2404597
"IM",1969,24449,31105
"IN",1969,435859996,105984852
"IQ",1969,4304882,5280694
"IR",1969,16570295,11194944
"IS",1969,31563,171806
"IT",1969,19386092,34151858
"JM",1969,1095892,749044
"JO",1969,689326,864259
"JP",1969,29816708,73355292
"KE",1969,9797247,1070470
"KG",1969,1817645,1077155
"KH",1969,5895710,1006315
"KI",1969,38799,11504
"KM",1969,181072,42579
"KN",1969,30248,15286
"KP",1969,6779036,7230132
"KR",1969,19317708,12226558
"KW",1969,106996,586880
"KY",1969,0,8831
"KZ",1969,6318986,6231135
"LA",1969,2374749,243497
"LB",1969,949757,1300852
"LC",1969,78447,24300
"LI",1969,16892,3873
"LK",1969,9909418,2343808
"LR",1969,1034574,348731
"LS",1969,928381,82927
"LT",1969,1599338,1507983
"LU",1969,88088,249413
"LV",1969,938441,1404732
"LY",1969,1086564,938718
"MA",1969,10361921,5326075
"MC",1969,0,23348
"MD",1969,2065676,936324
"ME",1969,380128,133263
"MF",1969,,
"MG",1969,5520392,880062
"MH",1969,9642,9980
"MK",1969,921750,776390
"ML",1969,5042572,818839
"MM",1969,20554044,5950203
"MN",1969,691416,550797
"MO",1969,7654,237656
"MP",1969,4164,8602
"MR",1969,964600,151190
"MT",1969,31373,272927
"MU",1969,479238,333167
"MV",1969,99418,13173
"MW",1969,4225703,258753
"MX",1969,21061740,29361387
"MY",1969,7157761,3482586
"MZ",1969,8449947,608744
"NA",1969,592615,165690
"NC",1969,51542,52458
"NE",1969,4010892,364945
"NG",1969,45253355,9605846
"NI",1969,1252392,1073744
"NL",1969,4960599,7917385
"NO",1969,1389792,2457915
"NP",1969,11291453,459461
"NR",1969,0,6368
"NZ",1969,535428,2237650
"OM",1969,503894,196835
"PA",1969,781943,694535
"PE",1969,5672030,7310414
"PF",1969,49400,57458
"PG",1969,2166379,205136
"PH",1969,23422483,11365105
"PK",1969,42663900,13882024
"PL",1969,15711064,16837236
"PR",1969,1152037,1532113
"PT",1969,5393871,3363834
"PW",1969,4599,6736
"PY",1969,1522329,890236
"QA",1969,11983,88714
"RO",1969,12041501,7967640
"RS",1969,,
"RU",1969,49739110,79924890
"RW",1969,3526641,113950
"SA",1969,2988480,2613729
"SB",1969,141448,13428
"SC",1969,32545,19820
"SD",1969,8338551,1570601
"SE",1969,1570507,6397565
"SG",1969,0,2042500
"SI",1969,1095508,618366
"SK",1969,2700320,1818287
"SL",1969,1898896,574269
"SM",1969,7798,11099
"SN",1969,2896337,1197426
"SO",1969,2636899,748854
"SR",1969,197436,169409
"SS",1969,3256143,308293
"ST",1969,52114,20126
"SV",1969,2168609,1404058
"SX",1969,,
"SY",1969,3535503,2631430
"SZ",1969,394675,39034
"TC",1969,2744,2829
"TD",1969,3182100,387678
"TG",1969,1625892,409017
"TH",1969,28421403,7405400
"TJ",1969,1788899,1040742
"TL",1969,515416,74103
"TM",1969,1111864,1014885
"TN",1969,2884896,2146315
"TO",1969,66171,16708
"TR",1969,21264720,12704481
"TT",1969,822772,115074
"TV",1969,5670,1543
"TZ",1969,12222622,963938
"UA",1969,21484769,25261899
"UG",1969,8561695,601078
"US",1969,54053956,148623044
"UY",1969,498636,2296408
"UZ",1969,7383249,4216514
"VC",1969,62493,27025
"VE",1969,3267281,7968211
"VG",1969,8068,1553
"VI",1969,18529,40071
"VN",1969,34291456,7481544
"VU",1969,72889,10052
"WS",1969,112275,28245
"XK",1969,,
"YE",1969,5272580,775255
"ZA",1969,11303349,10309173
"ZM",1969,2858734,1188745
"ZW",1969,4186190,850131
"AD",1968,5124,16764
"AE",1968,37433,147879
"AF",1968,9456073,1143717
"AG",1968,41172,22004
"AL",1968,1386267,636005
"AM",1968,1001197,1393678
"AO",1968,5221087,845007
"AR",1968,5140741,18120532
"AS",1968,7877,18009
"AT",1968,2583526,4831877
"AU",1968,1852989,10156011
"AW",1968,28813,29572
"AZ",1968,2462616,2488361
"BA",1968,2731951,929691
"BB",1968,148581,88618
"BD",1968,57268375,4317145
"BE",1968,618486,9000270
"BF",1968,5134081,299959
"BG",1968,4204052,4165551
"BH",1968,33619,167354
"BI",1968,3230733,86582
"BJ",1968,2373057,415494
"BM",1968,0,53000
"BN",1968,49492,68684
"BO",1968,2630329,1693737
"BR",1968,41985348,49227661
"BS",1968,54854,103775
"BT",1968,258833,15035
"BW",1968,612272,38458
"BY",1968,5183626,3690926
"BZ",1968,56232,59829
"CA",1968,5256530,15487470
"CD",1968,14349427,4563750
"CF",1968,1302227,453208
"CG",1968,786112,473078
"CH",1968,2663120,3404594
"CI",1968,3516212,1278187
"CL",1968,2402555,6785037
"CM",1968,5222465,1215335
"CN",1968,637731534,136778466
"CO",1968,9760573,11144488
"CR",1968,1090047,656823
"CU",1968,3374586,5039584
"CV",1968,208686,48792
"CW",1968,31244,109054
"CY",1968,360711,237780
"CZ",1968,3608817,6267529
"DE",1968,21526466,55767848
"DJ",1968,56831,83630
"DK",1968,1036220,3828663
"DM",1968,42544,26498
"DO",1968,2630766,1619260
"DZ",1968,8360708,5383675
"EC",1968,3541128,2190353
"EE",1968,484828,846386
"EG",1968,19698648,13553627
"ER",1968,1503728,210118
"ES",1968,11864436,21248698
"ET",1968,24719764,2225695
"EU",1968,153182770,283733287
"FI",1968,1752969,2873500
"FJ",1968,329315,169572
"FM",1968,44218,14192
"FO",1968,27489,10229
"FR",1968,15259754,36016300
"GA",1968,404433,161445
"GB",1968,12477844,42733856
"GD",1968,64657,30218
"GE",1968,2141611,1901094
"GH",1968,5930645,2290376
"GI",1968,0,24185
"GL",1968,12938,30462
"GM",1968,351598,73911
"GN",1968,3491813,602715
"GQ",1968,211416,77285
"GR",1968,3274291,5466474
"GT",1968,3339555,1791906
"GU",1968,33098,47121
"GW",1968,584535,101688
"GY",1968,480604,199464
"HK",1968,485985,3316715
"HN",1968,1847793,704407
"HR",1968,2702189,1661811
"HT",1968,3678623,855610
"HU",1968,4176168,6079647
"ID",1968,90811596,18009969
"IE",1968,1442614,1472936
"IL",1968,477912,2325089
"IM",1968,23806,30483
"IN",1968,427560514,102714215
"IQ",1968,4258063,5002622
"IR",1968,16371151,10661793
"IS",1968,32117,169371
"IT",1968,19532197,33703553
"JM",1968,1097689,726200
"JO",1968,643227,795759
"JP",1968,29994905,71066095
"KE",1968,9502436,1000864
"KG",1968,1779193,1039107
"KH",1968,5892390,903124
"KI",1968,38593,10796
"KM",1968,177923,40893
"KN",1968,31143,15256
"KP",1968,6939031,6669580
"KR",1968,19474388,11363914
"KW",1968,106294,532876
"KY",1968,0,8632
"KZ",1968,6294120,6047292
"LA",1968,2325163,229680
"LB",1968,970614,1240351
"LC",1968,77505,23676
"LI",1968,16421,3816
"LK",1968,9744699,2247301
"LR",1968,1019292,329156
"LS",1968,913581,77288
"LT",1968,1616088,1462762
"LU",1968,89269,246615
"LV",1968,948734,1375118
"LY",1968,1105043,836013
"MA",1968,10210158,5125015
"MC",1968,0,23296
"MD",1968,2064304,895696
"ME",1968,387697,129784
"MF",1968,,
"MG",1968,5396898,835806
"MH",1968,9818,9147
"MK",1968,930524,741877
"ML",1968,4993484,787350
"MM",1968,20147436,5705812
"MN",1968,679360,527748
"MO",1968,7802,229351
"MP",1968,4362,7956
"MR",1968,946946,136640
"MT",1968,31775,276125
"MU",1968,479128,319285
"MV",1968,97240,12661
"MW",1968,4130277,240824
"MX",1968,20823787,28069820
"MY",1968,7054559,3321318
"MZ",1968,8287528,573295
"NA",1968,579986,157816
"NC",1968,50586,48914
"NE",1968,3921574,336841
"NG",1968,44376825,9263722
"NI",1968,1234684,1022095
"NL",1968,4926402,7803319
"NO",1968,1437289,2379197
"NP",1968,11078148,445984
"NR",1968,0,6241
"NZ",1968,541925,2206175
"OM",1968,499025,180636
"PA",1968,769265,665539
"PE",1968,5656678,6972655
"PF",1968,49232,54153
"PG",1968,2136765,176483
"PH",1968,22846800,10950241
"PK",1968,41675249,13370648
"PL",1968,15717809,16576846
"PR",1968,1179294,1482770
"PS",1968,,
"PT",1968,5476956,3360578
"PW",1968,4579,6627
"PY",1968,1487414,863721
"QA",1968,11305,81738
"RO",1968,12012557,7787274
"RS",1968,,
"RU",1968,50565562,78362438
"RW",1968,3418973,108287
"SA",1968,2983281,2406567
"SB",1968,137497,12429
"SC",1968,32399,18735
"SD",1968,8139270,1458926
"SE",1968,1620434,6291839
"SG",1968,0,2012000
"SI",1968,1105057,599489
"SK",1968,2715907,1768456
"SL",1968,1887765,547432
"SM",1968,7870,10717
"SN",1968,2842166,1133448
"SO",1968,2597235,713876
"SR",1968,192782,166953
"SS",1968,3182592,301743
"ST",1968,51647,18393
"SV",1968,2114443,1363607
"SX",1968,,
"SY",1968,3458684,2504564
"SZ",1968,387049,35217
"TC",1968,2758,2805
"TD",1968,3143699,357079
"TG",1968,1581920,363861
"TH",1968,27637927,7153018
"TJ",1968,1745664,997797
"TL",1968,507041,70783
"TM",1968,1083670,983426
"TN",1968,2868616,2064515
"TO",1968,64771,16325
"TR",1968,21053086,12143203
"TT",1968,812611,118855
"TV",1968,5651,1477
"TZ",1968,11917944,869550
"UA",1968,21719415,24689592
"UG",1968,8315650,557216
"US",1968,54250832,146455168
"UY",1968,500569,2274202
"UZ",1968,7183818,4056705
"VC",1968,62296,26319
"VE",1968,3267863,7614132
"VG",1968,7947,1475
"VI",1968,17942,36658
"VN",1968,33693943,7162057
"VU",1968,71053,9616
"WS",1968,110222,27281
"XK",1968,,
"YE",1968,5203890,733235
"ZA",1968,11086666,10067056
"ZM",1968,2828414,1088514
"ZW",1968,4079145,794968
"AD",1967,5263,15492
"AE",1967,35610,136171
"AF",1967,9287155,1081445
"AG",1967,40041,21961
"AL",1967,1348990,616608
"AM",1967,995097,1337527
"AO",1967,5161427,801404
"AR",1967,5182677,17749524
"AS",1967,7746,17370
"AT",1967,2573835,4803163
"AU",1967,1861882,9937118
"AW",1967,28636,29413
"AZ",1967,2388989,2443109
"BA",1967,2732736,887261
"BB",1967,148384,88236
"BD",1967,55612512,4012782
"BE",1967,629471,8951520
"BF",1967,5053963,289057
"BG",1967,4279766,4030460
"BH",1967,33315,162888
"BI",1967,3154247,80878
"BJ",1967,2348854,384596
"BM",1967,0,52000
"BN",1967,49241,63439
"BO",1967,2590579,1646547
"BR",1967,41770114,47083565
"BS",1967,53824,98783
"BT",1967,252419,13874
"BW",1967,598955,32321
"BY",1967,5234489,3551159
"BZ",1967,54253,58446
"CA",1967,5276502,15137539
"CD",1967,13985802,4392387
"CF",1967,1288919,429640
"CG",1967,773594,450447
"CH",1967,2667543,3324242
"CI",1967,3400730,1190508
"CL",1967,2415268,6580142
"CM",1967,5138276,1142467
"CN",1967,620391010,134234445
"CO",1967,9639776,10673624
"CR",1967,1067837,626874
"CU",1967,3329383,4934164
"CV",1967,202319,46414
"CW",1967,31261,106879
"CY",1967,359454,231850
"CZ",1967,3647543,6205356
"DE",1967,21484813,55466523
"DJ",1967,54664,76739
"DK",1967,1056041,3779313
"DM",1967,41753,25929
"DO",1967,2595930,1529177
"DZ",1967,8146060,5208137
"EC",1967,3468210,2097847
"EE",1967,490120,828826
"EG",1967,19344113,13112452
"ER",1967,1468652,202169
"ES",1967,12024056,20658891
"ET",1967,24152029,2128742
"EU",1967,153940350,280061202
"FI",1967,1782884,2823321
"FJ",1967,323973,163938
"FM",1967,42784,13540
"FO",1967,27303,9955
"FR",1967,15600496,35314960
"GA",1967,404960,148869
"GB",1967,12340333,42603267
"GD",1967,64897,30065
"GE",1967,2141901,1863899
"GH",1967,5861789,2195653
"GI",1967,0,23901
"GL",1967,13052,28848
"GM",1967,348145,68197
"GN",1967,3453991,567889
"GQ",1967,207089,75356
"GR",1967,3326874,5357214
"GT",1967,3264991,1728113
"GU",1967,33183,45226
"GW",1967,575100,98793
"GY",1967,475161,196825
"HK",1967,485453,3237347
"HN",1967,1816233,670303
"HR",1967,2732268,1606732
"HT",1967,3626220,819311
"HU",1967,4203111,6013493
"ID",1967,88655087,17252316
"IE",1967,1453547,1448903
"IL",1967,485865,2259135
"IM",1967,23154,29841
"IN",1967,419638700,99523369
"IQ",1967,4210646,4737648
"IR",1967,16169850,10148266
"IS",1967,32555,166196
"IT",1967,19668406,33232094
"JM",1967,1099652,704239
"JO",1967,594714,725700
"JP",1967,30700980,70024020
"KE",1967,9219261,935228
"KG",1967,1736857,999643
"KH",1967,5885309,810151
"KI",1967,38219,10221
"KM",1967,174783,39255
"KN",1967,32126,15257
"KP",1967,6996990,6224836
"KR",1967,19594178,10536805
"KW",1967,104981,480850
"KY",1967,0,8518
"KZ",1967,6260240,5860264
"LA",1967,2278269,216824
"LB",1967,991949,1182901
"LC",1967,76486,23040
"LI",1967,15938,3753
"LK",1967,9554329,2148671
"LR",1967,1004488,310631
"LS",1967,898926,72143
"LT",1967,1629363,1415037
"LU",1967,90650,244345
"LV",1967,957308,1343912
"LY",1967,1119975,741686
"MA",1967,10050845,4928060
"MC",1967,0,23297
"MD",1967,2061859,856433
"ME",1967,396175,126621
"MF",1967,,
"MG",1967,5278624,793646
"MH",1967,10003,8385
"MK",1967,937289,707655
"ML",1967,4948986,757212
"MM",1967,19745988,5472387
"MN",1967,666604,506582
"MO",1967,7863,219395
"MP",1967,4552,7330
"MR",1967,929062,123223
"MT",1967,32090,279460
"MU",1967,478346,305649
"MV",1967,95299,12189
"MW",1967,4038257,223756
"MX",1967,20589169,26840384
"MY",1967,6946889,3165031
"MZ",1967,8128480,540049
"NA",1967,568214,150408
"NC",1967,50518,45982
"NE",1967,3833835,310403
"NG",1967,43533192,8935401
"NI",1967,1216916,972964
"NL",1967,4898181,7700020
"NO",1967,1484675,2299864
"NP",1967,10875206,431933
"NR",1967,0,6102
"NZ",1967,548906,2175194
"OM",1967,494362,165755
"PA",1967,756415,637385
"PE",1967,5637475,6644606
"PF",1967,49035,50996
"PG",1967,2107306,151571
"PH",1967,22279415,10550470
"PK",1967,40715700,12878745
"PL",1967,15696097,16291058
"PR",1967,1208808,1436866
"PS",1967,,
"PT",1967,5534151,3340369
"PW",1967,4560,6521
"PY",1967,1452280,837299
"QA",1967,10693,75468
"RO",1967,11949096,7587100
"RS",1967,,
"RU",1967,51380957,76815043
"RW",1967,3315764,102549
"SA",1967,2979587,2217282
"SB",1967,133827,11527
"SC",1967,32218,17693
"SD",1967,7944601,1354944
"SE",1967,1673509,6194422
"SG",1967,0,1977600
"SI",1967,1110527,579001
"SK",1967,2730577,1718790
"SL",1967,1877499,522408
"SM",1967,7915,10313
"SN",1967,2789702,1073081
"SO",1967,2548878,678367
"SR",1967,187163,163592
"SS",1967,3112302,295452
"ST",1967,51096,16778
"SV",1967,2060319,1323355
"SX",1967,,
"SY",1967,3383779,2383699
"SZ",1967,379671,31807
"TC",1967,2790,2799
"TD",1967,3107724,328503
"TG",1967,1533154,322291
"TH",1967,26874175,6904325
"TJ",1967,1703113,956339
"TL",1967,499534,67796
"TM",1967,1055683,952465
"TN",1967,2849491,1983432
"TO",1967,63159,15889
"TR",1967,20844855,11603549
"TT",1967,803049,122869
"TV",1967,5625,1412
"TZ",1967,11615775,790265
"UA",1967,21947807,24112649
"UG",1967,8064936,515696
"US",1967,54427217,144284783
"UY",1967,501892,2248201
"UZ",1967,6991966,3902340
"VC",1967,62108,25628
"VE",1967,3263697,7265410
"VG",1967,7814,1400
"VI",1967,17338,33462
"VN",1967,33123430,6856570
"VU",1967,69316,9202
"WS",1967,107905,26289
"XK",1967,,
"YE",1967,5134366,692857
"ZA",1967,10875452,9831806
"ZM",1967,2796858,996006
"ZW",1967,3976374,742238
"AD",1966,5385,14261
"AE",1966,34615,126462
"AF",1966,9125838,1024018
"AG",1966,38917,21901
"AL",1966,1315312,599261
"AM",1966,987676,1281799
"AO",1966,5103650,760505
"AR",1966,5224881,17383866
"AS",1966,7600,16720
"AT",1966,2558330,4763736
"AU",1966,1881637,9770529
"AW",1966,28464,29254
"AZ",1966,2313750,2394735
