"di_id","year","value_rural","value_urban"
"SB",1990,269188,42661
"SC",1990,35518,34482
"SD",1990,14284285,5724519
"SE",1990,1446443,7112392
"SG",1990,0,3047132
"SI",1990,991487,1006674
"SK",1990,2305676,2993511
"SL",1990,2624081,1307127
"SM",1990,2308,21737
"SN",1990,4591177,2923024
"SO",1990,4446624,1874991
"SR",1990,139998,268278
"SS",1990,4996971,765219
"ST",1990,64000,49575
"SV",1990,2666482,2585600
"SX",1990,,
"SY",1990,6359001,6092538
"SZ",1990,665077,197651
"TC",1990,2964,8586
"TD",1990,4718158,1239864
"TG",1990,2704255,1082687
"TH",1990,39936157,16646667
"TJ",1990,3620165,1677121
"TL",1990,585967,154264
"TM",1990,2014832,1653534
"TN",1990,3428925,4725475
"TO",1990,73552,21600
"TR",1990,22029799,31964806
"TT",1990,1117676,104228
"TV",1990,5343,3661
"TZ",1990,20651698,4806510
"UA",1990,17248901,34643099
"UG",1990,15458181,1926188
"US",1990,61656881,187966119
"UY",1990,343032,2766955
"UZ",1990,12271133,8238867
"VC",1990,62990,44519
"VE",1990,3122300,16739659
"VG",1990,10236,6223
"VI",1990,12808,91165
"VN",1990,52648318,13374983
"VU",1990,119198,27450
"WS",1990,128338,34527
"XK",1990,,
"YE",1990,9457641,2503458
"ZA",1990,16881920,18318080
"ZM",1990,4933930,3209212
"ZW",1990,7445236,3039535
"AD",1989,2691,49758
"AE",1989,356120,1355997
"AF",1989,9514204,2094147
"AG",1989,40068,21905
"AL",1989,2060719,1167224
"AM",1989,1144653,2398067
"AO",1989,8121154,2699838
"AR",1989,4320091,27943468
"AS",1989,9000,36591
"AT",1989,2611988,5008341
"AU",1989,2454902,14359498
"AW",1989,30315,30724
"AZ",1989,3263604,3840454
"BA",1989,2785249,1774462
"BB",1989,173315,86139
"BD",1989,83413241,19987330
"BE",1989,368689,9569008
"BF",1989,7416401,1163424
"BG",1989,3015507,5862352
"BH",1989,57976,423150
"BI",1989,5124479,329996
"BJ",1989,3204976,1631264
"BM",1989,0,58841
"BN",1989,87084,162654
"BO",1989,3054280,3668766
"BR",1989,39699568,108102248
"BS",1989,52184,199671
"BT",1989,446504,82833
"BW",1989,821975,517838
"BY",1989,3500514,6670503
"BZ",1989,96047,87442
"CA",1989,6417638,20961362
"CD",1989,23566613,10196443
"CF",1989,1816198,1054807
"CG",1989,1071313,1252809
"CH",1989,1882405,4764507
"CI",1989,7166615,4578083
"CL",1989,2179744,10748747
"CM",1989,7137981,4578994
"CN",1989,831156950,287493050
"CO",1989,10843883,22780559
"CR",1989,1536949,1482004
"CU",1989,2842784,7643326
"CV",1989,195667,138806
"CW",1989,22922,124030
"CY",1989,252652,498395
"CZ",1989,2564364,7796704
"DE",1989,21278597,57472686
"DJ",1989,135511,423299
"DK",1989,781181,4351413
"DM",1989,27464,43778
"DO",1989,3172844,3870800
"DZ",1989,12300486,12957185
"EC",1989,4557667,5419713
"EE",1989,448329,1119959
"EG",1989,31034765,24001172
"ER",1989,2606401,484682
"ES",1989,9647439,29144034
"ET",1989,40685124,5748480
"EU",1989,141239496,335116310
"FI",1989,1057907,3906464
"FJ",1989,428688,296009
"FM",1989,69740,24351
"FO",1989,33467,14638
"FR",1989,15156594,43026108
"GA",1989,298473,628175
"GB",1989,12448431,44628280
"GD",1989,64535,32336
"GE",1989,2148036,2655264
"GH",1989,9148647,5083846
"GI",1989,0,26760
"GL",1989,11414,43886
"GM",1989,553095,328051
"GN",1989,4164953,1598890
"GQ",1989,242111,123376
"GR",1989,2897704,7191794
"GT",1989,5299801,3640484
"GU",1989,11477,116048
"GW",1989,754768,278029
"GY",1989,510762,215475
"HK",1989,51744,5634456
"HN",1989,2861511,1905291
"HR",1989,2207598,2559402
"HT",1989,5050275,1906722
"HU",1989,3583700,6898019
"ID",1989,125387078,52846153
"IE",1989,1517107,1993902
"IL",1989,440505,4077947
"IM",1989,33420,35845
"IN",1989,636993912,215827522
"IQ",1989,5133203,11914964
"IR",1989,24198449,30536790
"IS",1989,23970,228882
"IT",1989,18843367,37828414
"JM",1989,1205499,1169401
"JO",1989,895762,2314025
"JP",1989,28058136,95057864
"KE",1989,18932512,3737992
"KG",1989,2668066,1639865
"KH",1989,7396698,1326852
"KI",1989,46281,24589
"KM",1989,292661,110342
"KN",1989,26665,14193
"KP",1989,8308315,11587075
"KR",1989,11822057,30626981
"KW",1989,41911,2012532
"KY",1989,0,23776
"KZ",1989,7091282,9158218
"LA",1989,3503768,623167
"LB",1989,461448,2215167
"LC",1989,96446,39508
"LI",1989,23559,4846
"LK",1989,13711942,3129058
"LR",1989,1008459,1128559
"LS",1989,1359251,210842
"LT",1989,1192225,2492030
"LU",1989,72064,305036
"LV",1989,821422,1845533
"LY",1989,1044863,3249684
"MA",1989,12815279,11674075
"MC",1989,0,29313
"MD",1989,1956083,1724917
"ME",1989,322150,284421
"MF",1989,,
"MG",1989,8626031,2579517
"MH",1989,16167,29646
"MK",1989,852318,1147020
"ML",1989,6416822,1905904
"MM",1989,31270590,10113183
"MN",1989,918920,1222086
"MO",1989,1011,347456
"MP",1989,4318,36929
"MR",1989,1170493,798377
"MT",1989,34160,316597
"MU",1989,593121,458139
"MV",1989,160661,55892
"MW",1989,8053273,1019815
"MX",1989,24365037,59536606
"MY",1989,9028832,8678232
"MZ",1989,10078912,3104347
"NA",1989,988165,372892
"NC",1989,67711,99187
"NE",1989,6498301,1172932
"NG",1989,66306714,26873041
"NI",1989,1942470,2112792
"NL",1989,4707104,10141803
"NO",1989,1190718,3036183
"NP",1989,16723858,1561576
"NR",1989,0,8956
"NZ",1989,511046,2788154
"OM",1989,620662,1121303
"PA",1989,1125122,1294496
"PE",1989,6731190,14637666
"PF",1989,81390,112859
"PG",1989,3457316,600090
"PH",1989,31620816,28770352
"PK",1989,72826531,31704158
"PL",1989,14721481,23243844
"PR",1989,283257,3222393
"PS",1989,,
"PT",1989,5263631,4741370
"PW",1989,4541,10221
"PY",1989,2136085,1967824
"QA",1989,35887,427175
"RO",1989,11001693,12159765
"RS",1989,,
"RU",1989,39293786,108427214
"RW",1989,6852529,386568
"SA",1989,3805703,12005277
"SB",1989,262348,40910
"SC",1989,35214,34174
"SD",1989,13998715,5285918
"SE",1989,1435311,7057653
"SG",1989,0,2930901
"SI",1989,993784,1002567
"SK",1989,2319832,2956110
"SL",1989,2597626,1280585
"SM",1989,2279,21461
"SN",1989,4461565,2823813
"SO",1989,4443189,1842267
"SR",1989,137526,262607
"SS",1989,5048738,722567
"ST",1989,64028,47345
"SV",1989,2658987,2525234
"SX",1989,,
"SY",1989,6199093,5889621
"SZ",1989,643017,190770
"TC",1989,3006,8013
"TD",1989,4580803,1188470
"TG",1989,2646071,1038238
"TH",1989,39532202,16280592
"TJ",1989,3497186,1663189
"TL",1989,573494,146704
"TM",1989,1958094,1612464
"TN",1989,3411892,4546802
"TO",1989,73419,21524
"TR",1989,22341026,30725543
"TT",1989,1108282,105343
"TV",1989,5428,3521
"TZ",1989,20085778,4579972
"UA",1989,17230054,34542946
"UG",1989,15011137,1792801
"US",1989,61482613,185336387
"UY",1989,351218,2737767
"UZ",1989,11927084,8125175
"VC",1989,63349,43732
"VE",1989,3135082,16253180
"VG",1989,10154,5742
"VI",1989,13328,89672
"VN",1989,51890451,12883549
"VU",1989,116524,26342
"WS",1989,127657,34344
"XK",1989,,
"YE",1989,9098107,2329947
"ZA",1989,16727916,17766082
"ZM",1989,4795390,3125638
"ZW",1989,7307713,2877253
"AD",1988,2506,47925
"AE",1988,333433,1280471
"AF",1988,9355432,2020336
"AG",1988,40487,22051
"AL",1988,2014552,1127784
"AM",1988,1133521,2376918
"AO",1988,7979329,2565575
"AR",1988,4378242,27417273
"AS",1988,8960,35089
"AT",1988,2602522,4982795
"AU",1988,2413701,14118499
"AW",1988,30325,30752
"AZ",1988,3211009,3783130
"BA",1988,2790161,1752596
"BB",1988,170936,87588
"BD",1988,81772528,19007023
"BE",1988,376263,9525401
"BF",1988,7243246,1113060
"BG",1988,3081534,5899912
"BH",1988,56991,408244
"BI",1988,4976106,308067
"BJ",1988,3140138,1545705
"BM",1988,0,58347
"BN",1988,86370,156380
"BO",1988,3061690,3531097
"BR",1988,40148619,105001849
"BS",1988,52857,194719
"BT",1988,439870,77198
"BW",1988,838953,461144
"BY",1988,3562182,6577818
"BZ",1988,93362,85663
"CA",1988,6309567,20585433
"CD",1988,22957280,9734697
"CF",1988,1783048,1026953
"CG",1988,1052513,1210209
"CH",1988,1968785,4624601
"CI",1988,6959859,4377263
"CL",1988,2160535,10555973
"CM",1988,6991655,4378739
"CN",1988,826552989,275077011
"CO",1988,10809380,22169451
"CR",1988,1525871,1418689
"CU",1988,2863588,7515492
"CV",1988,200934,127927
"CW",1988,23687,125567
"CY",1988,250844,485707
"CZ",1988,2559824,7795452
"DE",1988,21099047,57045572
"DJ",1988,127939,395327
"DK",1988,786355,4343161
"DM",1988,28841,42902
"DO",1988,3128582,3774732
"DZ",1988,12170330,12421163
"EC",1988,4523849,5215330
"EE",1988,446860,1115040
"EG",1988,30165306,23452372
"ER",1988,2550021,470257
"ES",1988,9717678,28998171
"ET",1988,39456788,5451917
"EU",1988,141425480,333315977
"FI",1988,1088226,3858255
"FJ",1988,433172,289818
"FM",1988,68141,23879
"FO",1988,33209,14585
"FR",1988,15112674,42729596
"GA",1988,302805,598668
"GB",1988,12387604,44540723
"GD",1988,65379,32684
"GE",1988,2145755,2644945
"GH",1988,9004188,4848409
"GI",1988,0,26700
"GL",1988,11497,43303
"GM",1988,538294,304850
"GN",1988,4024715,1523555
"GQ",1988,238287,116201
"GR",1988,2901692,7135291
"GT",1988,5208837,3520569
"GU",1988,10785,113892
"GW",1988,749900,260067
"GY",1988,516174,218698
"HK",1988,95106,5532494
"HN",1988,2802978,1828513
"HR",1988,2219616,2537384
"HT",1988,5019391,1793953
"HU",1988,3642013,6954474
"ID",1988,124705655,50295264
"IE",1988,1527360,1997589
"IL",1988,437537,4004463
"IM",1988,32763,35139
"IN",1988,625707331,209237066
"IQ",1988,4985652,11672056
"IR",1988,23728279,29307660
"IS",1988,24250,225490
"IT",1988,18817912,37811376
"JM",1988,1200821,1155579
"JO",1988,899145,2187519
"JP",1988,28090638,94522362
"KE",1988,18311947,3587057
"KG",1988,2605706,1612694
"KH",1988,7207203,1259906
"KI",1988,45332,23779
"KM",1988,285957,105176
"KN",1988,26737,14308
"KP",1988,8218766,11391746
"KR",1988,12445452,29585795
"KW",1988,41054,1961591
"KY",1988,0,22539
"KZ",1988,6977964,9004546
"LA",1988,3416974,592147
"LB",1988,469672,2198921
"LC",1988,95115,38417
"LI",1988,23259,4832
"LK",1988,13508361,3084639
"LR",1988,1081089,1089554
"LS",1988,1345329,199251
"LT",1988,1195932,2459117
"LU",1988,71553,301897
"LV",1988,819646,1833788
"LY",1988,1021363,3166268
"MA",1988,12748901,11278429
"MC",1988,0,29238
"MD",1988,1958466,1701534
"ME",1988,329582,277831
"MF",1988,,
"MG",1988,8431349,2446408
"MH",1988,15766,28297
"MK",1988,860342,1138329
"ML",1988,6348876,1841108
"MM",1988,30810215,9900957
"MN",1988,902757,1186959
"MO",1988,1176,334776
"MP",1988,4142,34428
"MR",1988,1153960,762280
"MT",1988,34212,313113
"MU",1988,591829,451410
"MV",1988,155842,53990
"MW",1988,7678673,942269
"MX",1988,24288719,57934434
"MY",1988,8905492,8296540
"MZ",1988,10217256,2907029
"NA",1988,950006,353873
"NC",1988,66622,97028
"NE",1988,6313284,1132504
"NG",1988,65338847,25434766
"NI",1988,1910413,2058040
"NL",1988,4736514,10023580
"NO",1988,1191285,3018203
"NP",1988,16393142,1472096
"NR",1988,0,8752
"NZ",1988,516479,2766921
"OM",1988,628147,1050942
"PA",1988,1109533,1259239
"PE",1988,6672348,14239640
"PF",1988,79084,110658
"PG",1988,3382444,577799
"PH",1988,31493519,27350873
"PK",1988,70913417,30507374
"PL",1988,14736420,23088067
"PR",1988,333147,3140751
"PS",1988,,
"PT",1988,5323419,4696191
"PW",1988,4506,9979
"PY",1988,2108606,1885722
"QA",1988,37085,408118
"RO",1988,11116099,11941563
"RS",1988,,
"RU",1988,39387047,107469953
"RW",1988,6676641,371434
"SA",1988,3768648,11470526
"SB",1988,255732,39230
"SC",1988,34940,33908
"SD",1988,13770362,4898784
"SE",1988,1425767,7010722
"SG",1988,0,2846108
"SI",1988,996401,998795
"SK",1988,2332840,2917756
"SL",1988,2547984,1243094
"SM",1988,2252,21211
"SN",1988,4335693,2726847
"SO",1988,4416170,1801161
"SR",1988,134953,256898
"SS",1988,5058420,676750
"ST",1988,64053,45215
"SV",1988,2651417,2466160
"SX",1988,,
"SY",1988,6039889,5691501
"SZ",1988,618242,183108
"TC",1988,3072,7516
"TD",1988,4446639,1138889
"TG",1988,2585465,994024
"TH",1988,39057762,15875799
"TJ",1988,3375449,1633378
"TL",1988,563590,140106
"TM",1988,1902365,1576723
"TN",1988,3432994,4424625
"TO",1988,73244,21436
"TR",1988,22628112,29498385
"TT",1988,1097655,107235
"TV",1988,5507,3382
"TZ",1988,19557566,4357286
"UA",1988,17311056,34209944
"UG",1988,14561185,1666593
"US",1988,61271449,183227551
"UY",1988,359698,2709703
"UZ",1988,11616746,7968398
"VC",1988,63622,42911
"VE",1988,3145137,15767294
"VG",1988,10003,5262
"VI",1988,14202,90298
"VN",1988,50768558,12494443
"VU",1988,114269,25100
"WS",1988,127202,34222
"XK",1988,,
"YE",1988,8783625,2175358
"ZA",1988,16537083,17191415
"ZM",1988,4655353,3040717
"ZW",1988,7151439,2715337
"AD",1987,2336,46122
"AE",1987,311697,1207294
"AF",1987,9354928,1983004
"AG",1987,41150,22334
"AL",1987,1985225,1098380
"AM",1987,1123543,2333511
"AO",1987,7845941,2440799
"AR",1987,4435829,26890644
"AS",1987,8897,33551
"AT",1987,2601870,4972716
"AU",1987,2374529,13889371
"AW",1987,30695,31146
"AZ",1987,3175332,3711785
"BA",1987,2773653,1718092
"BB",1987,168554,89055
"BD",1987,80099613,18059464
"BE",1987,383952,9487269
"BF",1987,7076168,1063908
"BG",1987,3108576,5862783
"BH",1987,55855,393139
"BI",1987,4821479,287102
"BJ",1987,3080007,1466129
"BM",1987,0,57849
"BN",1987,85661,150319
"BO",1987,3067517,3397219
"BR",1987,40551950,101885529
"BS",1987,53522,189869
"BT",1987,429616,71336
"BW",1987,852247,408473
"BY",1987,3653104,6457896
"BZ",1987,90580,83746
"CA",1987,6233940,20316060
"CD",1987,22411269,9310272
"CF",1987,1754967,996196
"CG",1987,1033669,1168437
"CH",1987,2059090,4486016
"CI",1987,6744502,4195485
"CL",1987,2141282,10367457
"CM",1987,6846158,4185357
"CN",1987,821048109,262986891
"CO",1987,10767233,21557093
"CR",1987,1514806,1357408
"CU",1987,2883613,7385663
"CV",1987,206208,117796
"CW",1987,24460,126996
"CY",1987,249421,473959
"CZ",1987,2554753,7792565
"DE",1987,21639498,56208206
"DJ",1987,119740,365825
"DK",1987,791613,4335924
"DM",1987,30308,42060
"DO",1987,3083992,3680631
"DZ",1987,12025915,11891974
"EC",1987,4488802,5015330
"EE",1987,447350,1104871
"EG",1987,29279959,22893881
"ER",1987,2480588,453576
"ES",1987,9785187,28845633
"ET",1987,38292916,5177303
"EU",1987,142300290,330929808
"FI",1987,1120085,3812038
"FJ",1987,437871,283854
"FM",1987,66600,23424
"FO",1987,32753,14441
"FR",1987,15060439,42422152
"GA",1987,306907,569970
"GB",1987,12331725,44470325
"GD",1987,66307,33074
"GE",1987,2140742,2602758
"GH",1987,8857958,4622423
"GI",1987,0,26653
"GL",1987,11540,42560
"GM",1987,521963,282171
"GN",1987,3914117,1460941
"GQ",1987,234055,109235
"GR",1987,2910173,7090422
"GT",1987,5120238,3403547
"GU",1987,10132,111804
"GW",1987,744641,243077
"GY",1987,522722,222427
"HK",1987,175542,5414958
"HN",1987,2747752,1750123
"HR",1987,2228274,2511726
"HT",1987,4984247,1686319
"HU",1987,3666702,6946039
"ID",1987,123936759,47809330
"IE",1987,1538155,2001902
"IL",1987,435152,3933848
"IM",1987,32055,34394
"IN",1987,614395199,202837042
"IQ",1987,4884857,11408862
"IR",1987,23161681,27990441
"IS",1987,24438,221421
"IT",1987,18797501,37804430
"JM",1987,1202802,1147798
"JO",1987,906336,2076013
"JP",1987,28129766,93961234
"KE",1987,17698696,3441648
"KG",1987,2558047,1586553
"KH",1987,7030232,1198036
"KI",1987,44312,22950
"KM",1987,279340,100249
"KN",1987,26884,14469
"KP",1987,8132112,11202438
"KR",1987,13085859,28535831
"KW",1987,39702,1878248
"KY",1987,0,21343
"KZ",1987,6916427,8885326
"LA",1987,3332618,562448
"LB",1987,495690,2176492
"LC",1987,93701,37331
"LI",1987,22979,4820
"LK",1987,13299946,3039054
"LR",1987,1151470,1044734
"LS",1987,1331886,188358
"LT",1987,1210036,2406331
"LU",1987,71258,299492
"LV",1987,815554,1811029
"LY",1987,996391,3080497
"MA",1987,12671012,10889813
"MC",1987,0,29169
"MD",1987,1972356,1660644
"ME",1987,336973,271171
"MF",1987,,
"MG",1987,8243748,2319743
"MH",1987,15397,26751
"MK",1987,866752,1127616
"ML",1987,6291428,1781750
"MM",1987,30316069,9689300
"MN",1987,890402,1143147
"MO",1987,1355,321300
"MP",1987,3960,31944
"MR",1987,1150925,714618
"MT",1987,34345,310140
"MU",1987,591085,444997
"MV",1987,150974,52085
"MW",1987,7245741,862743
"MX",1987,24203549,56367518
"MY",1987,8777689,7925811
"MZ",1987,10407558,2736272
"NA",1987,911942,335244
"NC",1987,65596,94920
"NE",1987,6149183,1084299
"NG",1987,64355762,24057155
"NI",1987,1878566,2004374
"NL",1987,4764671,9900366
"NO",1987,1190337,2996568
"NP",1987,16084850,1387288
"NR",1987,0,8550
"NZ",1987,523249,2751478
"OM",1987,635589,984984
"PA",1987,1093842,1224602
"PE",1987,6607948,13843764
"PF",1987,76887,108071
"PG",1987,3309171,556231
"PH",1987,31332904,25979890
"PK",1987,68978266,29323381
"PL",1987,14811075,22856970
"PR",1987,390306,3051544
"PS",1987,,
"PT",1987,5382115,4647916
"PW",1987,4479,9758
"PY",1987,2080261,1805172
"QA",1987,37845,385482
"RO",1987,11229156,11720274
"RS",1987,,
"RU",1987,39745339,106177252
"RW",1987,6391786,350604
"SA",1987,3720622,10921732
"SB",1987,249260,37608
"SC",1987,34682,33670
"SD",1987,13577932,4552569
"SE",1987,1419229,6978575
"SG",1987,0,2774789
"SI",1987,996878,992898
"SK",1987,2345055,2878307
"SL",1987,2483472,1198841
"SM",1987,2228,20980
"SN",1987,4226379,2620177
"SO",1987,4381338,1757569
"SR",1987,132528,251388
"SS",1987,5031310,628843
"ST",1987,64080,43184
"SV",1987,2643651,2408234
"SX",1987,,
"SY",1987,5879620,5495152
"SZ",1987,592292,175125
"TC",1987,3149,7075
"TD",1987,4317142,1092133
"TG",1987,2522394,950065
"TH",1987,38525171,15454332
"TJ",1987,3257728,1591525
"TL",1987,555126,134044
"TM",1987,1847731,1545092
"TN",1987,3420483,4264268
"TO",1987,73055,21344
"TR",1987,22892939,28275902
"TT",1987,1086117,109126
"TV",1987,5578,3243
"TZ",1987,19092404,4114102
"UA",1987,17526818,33766182
"UG",1987,14120252,1548026
"US",1987,61081057,181207943
"UY",1987,368130,2681832
"UZ",1987,11333008,7778304
"VC",1987,63832,42060
"VE",1987,3152853,15284884
"VG",1987,9801,4794
"VI",1987,15126,90874
"VN",1987,49591425,12158575
"VU",1987,112211,23918
"WS",1987,126879,34135
"XK",1987,,
"YE",1987,8505770,2036831
"ZA",1987,16321635,16611446
"ZM",1987,4514427,2954843
"ZW",1987,6979147,2556510
"AD",1986,2177,44343
"AE",1986,291546,1139002
"AF",1986,9469162,1969787
"AG",1986,41929,22676
"AL",1986,1954134,1068501
"AM",1986,1110659,2285852
"AO",1986,7705218,2318482
"AR",1986,4492814,26367513
"AS",1986,8816,32019
"AT",1986,2603252,4966542
"AU",1986,2338686,13679714
"AW",1986,31084,31560
"AZ",1986,3139126,3640844
"BA",1986,2749188,1679272
"BB",1986,166187,90551
"BD",1986,78408985,17141813
"BE",1986,392501,9469322
"BF",1986,6913182,1017508
"BG",1986,3135360,5822811
"BH",1986,54793,378694
"BI",1986,4668875,267554
"BJ",1986,3023015,1391435
"BM",1986,0,57382
"BN",1986,84931,144487
"BO",1986,3071977,3266550
"BR",1986,40921739,98742900
"BS",1986,54163,184969
"BT",1986,418403,65748
"BW",1986,861520,360148
"BY",1986,3729970,6313030
"BZ",1986,87786,81784
"CA",1986,6157940,20046060
"CD",1986,21910244,8918859
"CF",1986,1725938,965374
"CG",1986,1014702,1127827
"CH",1986,2153515,4351259
"CI",1986,6526139,4022009
"CL",1986,2122475,10182958
"CM",1986,6729077,3972381
"CN",1986,815454276,251335724
"CO",1986,10720221,20949559
"CR",1986,1502729,1298257
"CU",1986,2904997,7263001
"CV",1986,211029,108164
"CW",1986,25098,127564
"CY",1986,248607,463733
"CZ",1986,2550393,7791834
"DE",1986,21279855,56440581
"DJ",1986,112181,338887
"DK",1986,795731,4324803
"DM",1986,31824,41201
"DO",1986,3038933,3587611
"DZ",1986,11885589,11355687
"EC",1986,4451922,4820983
"EE",1986,447117,1093227
"EG",1986,28444359,22303828
"ER",1986,2407003,436138
"ES",1986,9849704,28685913
"ET",1986,37180168,4916943
"EU",1986,142274325,329613983
"FI",1986,1152323,3765831
"FJ",1986,440685,277934
"FM",1986,65011,22937
"FO",1986,32234,14267
"FR",1986,15014471,42123933
"GA",1986,309568,543471
"GB",1986,12277190,44404206
"GD",1986,66867,33279
"GE",1986,2139136,2565364
"GH",1986,8702350,4401625
"GI",1986,0,26623
"GL",1986,11599,41901
"GM",1986,505571,261027
"GN",1986,3818417,1405136
"GQ",1986,228300,101947
"GR",1986,2919397,7047816
"GT",1986,5030573,3289925
"GU",1986,9515,109717
"GW",1986,739020,227019
"GY",1986,529372,226226
"HK",1986,317665,5206936
"HN",1986,2693196,1673205
"HR",1986,2236339,2485661
"HT",1986,4944615,1583582
"HU",1986,3691995,6938569
"ID",1986,123017681,45384346
"IE",1986,1542243,1997447
"IL",1986,432479,3866521
"IM",1986,31465,33760
"IN",1986,603063777,196623419
"IQ",1986,4876986,11060878
"IR",1986,22570598,26634979
"IS",1986,24756,218424
"IT",1986,18784264,37811891
"JM",1986,1199900,1135900
"JO",1986,913960,1970393
"JP",1986,28149696,93354453
"KE",1986,17094019,3299705
"KG",1986,2507811,1558689
"KH",1986,6852338,1137795
"KI",1986,43354,22165
"KM",1986,272869,95574
"KN",1986,27053,14644
"KP",1986,8044799,11014189
"KR",1986,13732396,27481278
"KW",1986,37923,1785278
"KY",1986,0,20254
"KZ",1986,6845687,8755241
"LA",1986,3250756,534474
"LB",1986,523410,2153880
"LC",1986,92349,36284
"LI",1986,22712,4811
"LK",1986,13089954,2994655
"LR",1986,1214660,992207
"LS",1986,1317184,178067
"LT",1986,1224346,2354568
"LU",1986,71019,297373
"LV",1986,811686,1788206
"LY",1986,970534,2991225
"MA",1986,12581178,10503553
"MC",1986,0,29048
"MD",1986,1983261,1618739
"ME",1986,343600,264111
"MF",1986,,
"MG",1986,8063688,2200680
"MH",1986,14992,25211
"MK",1986,872510,1115891
"ML",1986,6242572,1714818
"MM",1986,29789572,9479571
"MN",1986,876889,1099422
"MO",1986,1577,307649
"MP",1986,3755,29418
"MR",1986,1150604,665088
"MT",1986,34520,307601
"MU",1986,589867,438493
"MV",1986,146093,50190
"MW",1986,6824955,792182
"MX",1986,24108105,54831336
"MY",1986,8651068,7570699
"MZ",1986,10584731,2570540
"NA",1986,876721,318048
"NC",1986,64545,92821
"NE",1986,5993800,1037875
"NG",1986,63374268,22743775
"NI",1986,1846060,1950854
"NL",1986,4791365,9780913
"NO",1986,1190196,2977158
"NP",1986,15782715,1309244
"NR",1986,0,8356
"NZ",1986,526550,2719750
"OM",1986,641149,920344
"PA",1986,1078048,1190571
"PE",1986,6542773,13453477
"PF",1986,74675,105394
"PG",1986,3236391,535187
"PH",1986,31149745,24659750
"PK",1986,67035342,28171791
"PL",1986,14866334,22589785
"PR",1986,455516,2954038
"PS",1986,,
"PT",1986,5435735,4596999
"PW",1986,4448,9534
"PY",1986,2050570,1727194
"QA",1986,38239,360087
"RO",1986,11347341,11511928
"RS",1986,,
"RU",1986,40063191,104830809
"RW",1986,6081731,328863
"SA",1986,3658325,10358244
"SB",1986,243042,35804
"SC",1986,34427,33450
"SD",1986,13390328,4230286
"SE",1986,1414501,6955328
"SG",1986,0,2733373
"SI",1986,988094,977870
"SK",1986,2355925,2837913
"SL",1986,2415568,1153891
"SM",1986,2436,20523
"SN",1986,4121650,2516536
"SO",1986,4359488,1723235
"SR",1986,130395,246578
"SS",1986,4978249,581555
"ST",1986,64114,41250
"SV",1986,2635380,2351647
"SX",1986,,
"SY",1986,5719753,5300965
"SZ",1986,568213,166577
"TC",1986,3225,6649
"TD",1986,4196375,1047783
"TG",1986,2456662,906786
"TH",1986,37971188,15031587
"TJ",1986,3141504,1549409
"TL",1986,546044,128084
"TM",1986,1795376,1514683
"TN",1986,3396411,4096222
"TO",1986,72964,21183
"TR",1986,23121193,27065898
"TT",1986,1073226,110827
"TV",1986,5638,3103
"TZ",1986,18634911,3881898
"UA",1986,17751098,33345902
"UG",1986,13694521,1439219
"US",1986,60897729,179235271
"UY",1986,377060,2653972
"UZ",1986,11051987,7588571
"VC",1986,64002,41195
"VE",1986,3158868,14809662
"VG",1986,9575,4357
"VI",1986,15954,90546
"VN",1986,48428146,11826879
"VU",1986,110237,22803
"WS",1986,126546,34045
"XK",1986,,
"YE",1986,8243718,1909895
"ZA",1986,16092766,16031736
"ZM",1986,4373743,2868753
"ZW",1986,6797968,2401826
"AD",1985,2158,42439
"AE",1985,272787,1077646
"AF",1985,9657966,1972532
"AG",1985,42720,23024
"AL",1985,1924723,1040039
"AM",1985,1098913,2240234
"AO",1985,7548639,2196570
"AR",1985,4546162,25842619
"AS",1985,8729,30518
"AT",1985,2604624,4960361
"AU",1985,2291213,13466787
"AW",1985,31268,31766
"AZ",1985,3103460,3570647
"BA",1985,2727022,1642505
"BB",1985,163871,92083
"BD",1985,76737525,16277657
"BE",1985,401233,9457075
"BF",1985,6775060,952852
"BG",1985,3172930,5787617
"BH",1985,53896,365571
"BI",1985,4525042,249216
"BJ",1985,2966786,1320477
"BM",1985,0,56898
"BN",1985,84201,138848
"BO",1985,3073474,3138075
"BR",1985,41242499,95593929
"BS",1985,54752,179932
"BT",1985,408320,60690
"BW",1985,866860,316082
"BY",1985,3807458,6167543
"BZ",1985,85064,79852
"CA",1985,6135283,19806717
"CD",1985,21436752,8548913
"CF",1985,1693900,933524
"CG",1985,995567,1088081
"CH",1985,2251040,4219325
"CI",1985,6307123,3850910
"CL",1985,2104471,10004105
"CM",1985,6620026,3761072
"CN",1985,810667152,240372848
"CO",1985,10677323,20334363
"CR",1985,1489614,1240890
"CU",1985,2931125,7151865
"CV",1985,215074,98902
"CW",1985,25549,127162
"CY",1985,248544,455149
"CZ",1985,2547066,7791086
"DE",1985,21200202,56484671
"DJ",1985,106206,317306
"DK",1985,800293,4313398
"DM",1985,33352,40288
"DO",1985,2993310,3495547
"DZ",1985,11741042,10824866
"EC",1985,4413532,4633349
"EE",1985,446863,1081918
"EG",1985,27678956,21694850
"ER",1985,2336679,419814
"ES",1985,9908213,28510604
"ET",1985,36107145,4668852
"EU",1985,142493763,328093302
"FI",1985,1185844,3716362
"FJ",1985,437530,274133
"FM",1985,63281,22408
"FO",1985,31735,14105
"FR",1985,14965663,41830023
"GA",1985,312114,517977
"GB",1985,12220513,44329755
"GD",1985,66758,33149
"GE",1985,2136074,2526826
"GH",1985,8532596,4183642
"GI",1985,0,26611
